2025-09-01 13:24:15.587987
0.67996" RPUPILD="0.00347" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.71074" FPOGY="0.20819" FPOGS="167.37245" FPOGD="0.08478" FPOGID="546" FPOGV="1" LPOGX="0.77448" LPOGY="0.24841" LPOGV="1" RPOGX="0.62492" RPOGY="0.27297" RPOGV="1" BPOGX="0.69970" BPOGY="0.26069" BPOGV="1" LPCX="0.43434" LPCY="0.26639" LPD="18.35552" LPS="1.05618" LPV="1" RPCX="0.70394" RPCY="0.31499" RPD="17.64137" RPS="1.04809" RPV="1" LEYEX="-0.01716" LEYEY="0.04607" LEYEZ="0.66330" LPUPILD="0.00355" LPUPILV="1" REYEX="0.05160" REYEY="0.03647" REYEZ="0.66617" RPUPILD="0.00352" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.58324" FPOGY="0.38299" FPOGS="168.31673" FPOGD="0.05789" FPOGID="550" FPOGV="1" LPOGX="0.68280" LPOGY="0.39262" LPOGV="1" RPOGX="0.48726" RPOGY="0.38709" RPOGV="1" BPOGX="0.58503" BPOGY="0.38986" BPOGV="1" LPCX="0.42281" LPCY="0.27648" LPD="17.55468" LPS="1.08779" LPV="1" RPCX="0.69592" RPCY="0.31949" RPD="17.77949" RPS="1.08779" RPV="1" LEYEX="-0.02014" LEYEY="0.04539" LEYEZ="0.68158" LPUPILD="0.00341" LPUPILV="1" REYEX="0.05054" REYEY="0.03612" REYEZ="0.67270" RPUPILD="0.00340" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.58340" FPOGY="0.38418" FPOGS="168.31673" FPOGD="0.06029" FPOGID="550" FPOGV="1" LPOGX="0.68279" LPOGY="0.39760" LPOGV="1" RPOGX="0.48691" RPOGY="0.39220" RPOGV="1" BPOGX="0.58485" BPOGY="0.39490" BPOGV="1" LPCX="0.42286" LPCY="0.27632" LPD="17.45226" LPS="1.07989" LPV="1" RPCX="0.69596" RPCY="0.31951" RPD="17.41209" RPS="1.07989" RPV="1" LEYEX="-0.01923" LEYEY="0.04334" LEYEZ="0.64932" LPUPILD="0.00334" LPUPILV="1" REYEX="0.05054" REYEY="0.03612" REYEZ="0.67270" RPUPILD="0.00342" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.58340" FPOGY="0.38097" FPOGS="168.31673" FPOGD="0.07188" FPOGID="550" FPOGV="1" LPOGX="0.66067" LPOGY="0.35503" LPOGV="1" RPOGX="0.50608" RPOGY="0.34285" RPOGV="1" BPOGX="0.58338" BPOGY="0.34894" BPOGV="1" LPCX="0.42263" LPCY="0.27632" LPD="17.49805" LPS="1.07199" LPV="1" RPCX="0.69616" RPCY="0.31945" RPD="17.33909" RPS="1.07199" RPV="1" LEYEX="-0.01923" LEYEY="0.04334" LEYEZ="0.64932" LPUPILD="0.00339" LPUPILV="1" REYEX="0.05054" REYEY="0.03612" REYEZ="0.67270" RPUPILD="0.00335" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.58336" FPOGY="0.37899" FPOGS="168.31673" FPOGD="0.08081" FPOGID="550" FPOGV="1" LPOGX="0.66082" LPOGY="0.36033" LPOGV="1" RPOGX="0.50510" RPOGY="0.35396" RPOGV="1" BPOGX="0.58296" BPOGY="0.35714" BPOGV="1" LPCX="0.42252" LPCY="0.27636" LPD="17.42574" LPS="1.06408" LPV="1" RPCX="0.69583" RPCY="0.31937" RPD="18.07490" RPS="1.05599" RPV="1" LEYEX="-0.01953" LEYEY="0.04378" LEYEZ="0.65594" LPUPILD="0.00338" LPUPILV="1" REYEX="0.05022" REYEY="0.03593" REYEZ="0.66911" RPUPILD="0.00338" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.58226" FPOGY="0.38179" FPOGS="168.31673" FPOGD="0.08998" FPOGID="550" FPOGV="1" LPOGX="0.64584" LPOGY="0.38564" LPOGV="1" RPOGX="0.49242" RPOGY="0.44505" RPOGV="1" BPOGX="0.56913" BPOGY="0.41535" BPOGV="1" LPCX="0.42229" LPCY="0.27634" LPD="17.65282" LPS="1.04809" LPV="1" RPCX="0.69596" RPCY="0.31907" RPD="17.71194" RPS="1.04000" RPV="1" LEYEX="-0.01953" LEYEY="0.04378" LEYEZ="0.65594" LPUPILD="0.00335" LPUPILV="1" REYEX="0.05022" REYEY="0.03593" REYEZ="0.66911" RPUPILD="0.00342" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.58103" FPOGY="0.38401" FPOGS="168.31673" FPOGD="0.09596" FPOGID="550" FPOGV="1" LPOGX="0.63167" LPOGY="0.40495" LPOGV="1" RPOGX="0.49827" RPOGY="0.42089" RPOGV="1" BPOGX="0.56497" BPOGY="0.41292" BPOGV="1" LPCX="0.42225" LPCY="0.27637" LPD="17.71401" LPS="1.04000" LPV="1" RPCX="0.69588" RPCY="0.31909" RPD="17.79088" RPS="1.03191" RPV="1" LEYEX="-0.01953" LEYEY="0.04378" LEYEZ="0.65594" LPUPILD="0.00337" LPUPILV="1" REYEX="0.05022" REYEY="0.03593" REYEZ="0.66911" RPUPILD="0.00336" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.57997" FPOGY="0.38577" FPOGS="168.31673" FPOGD="0.10141" FPOGID="550" FPOGV="1" LPOGX="0.63168" LPOGY="0.40507" LPOGV="1" RPOGX="0.49872" RPOGY="0.41578" RPOGV="1" BPOGX="0.56520" BPOGY="0.41042" BPOGV="1" LPCX="0.42224" LPCY="0.27638" LPD="17.74074" LPS="1.03982" LPV="1" RPCX="0.69572" RPCY="0.31918" RPD="18.23112" RPS="1.03982" RPV="1" LEYEX="-0.02017" LEYEY="0.04512" LEYEZ="0.67590" LPUPILD="0.00334" LPUPILV="1" REYEX="0.05127" REYEY="0.03671" REYEZ="0.68370" RPUPILD="0.00333" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
<REC FPOGX="0.57967" FPOGY="0.38680" FPOGS="168.31673" FPOGD="0.10774" FPOGID="550" FPOGV="1" LPOGX="0.66859" LPOGY="0.37337" LPOGV="1" RPOGX="0.48163" RPOGY="0.43120" RPOGV="1" BPOGX="0.57511" BPOGY="0.40228" BPOGV="1" LPCX="0.42222" LPCY="0.27642" LPD="17.84236" LPS="1.04772" LPV="1" RPCX="0.69567" RPCY="0.31915" RPD="18.30822" RPS="1.05581" RPV="1" LEYEX="-0.02017" LEYEY="0.04512" LEYEZ="0.67590" LPUPILD="0.00333" LPUPILV="1" REYEX="0.05127" REYEY="0.03671" REYEZ="0.68370" RPUPILD="0.00334" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="10" />
